DATE,TEAM,POINTS,HOME_AWAY,WIN_PROB,PRED_SPREAD,WON,ACTUAL_SPREAD
2022-11-19,Lamar Cardinals,91.0,home,0.0,0.0,False,-7.0
2022-11-19,Western Carolina Catamounts,98.0,away,0.0,0.0,True,7.0
2022-11-19,Central Arkansas Bears,90.0,home,0.0,0.0,True,5.0
2022-11-19,Rider Broncs,85.0,away,0.0,0.0,False,-5.0
2022-11-19,NC State Wolfpack,74.0,home,0.0,0.0,True,11.0
2022-11-19,Elon Phoenix,63.0,away,0.0,0.0,False,-11.0
2022-11-19,St. Francis Brooklyn Terriers,61.0,home,0.0,0.0,True,3.0
2022-11-19,Saint Peter's Peacocks,58.0,away,0.0,0.0,False,-3.0
2022-11-19,Oakland Golden Grizzlies,92.0,home,0.0,0.0,True,2.0
2022-11-19,Eastern Michigan Eagles,90.0,away,0.0,0.0,False,-2.0
2022-11-19,St. Bonaventure Bonnies,81.0,home,0.0,0.0,True,13.0
2022-11-19,Bowling Green Falcons,68.0,away,0.0,0.0,False,-13.0
2022-11-19,Missouri State Bears,75.0,home,0.0,0.0,True,24.0
2022-11-19,Middle Tennessee Blue Raiders,51.0,away,0.0,0.0,False,-24.0
2022-11-19,McNeese Cowboys,60.0,home,0.0,0.0,False,-18.0
2022-11-19,Lindenwood Lions,78.0,away,0.0,0.0,True,18.0
2022-11-19,Georgia State Panthers,57.0,home,0.0,0.0,True,4.0
2022-11-19,East Texas A&M Lions,53.0,away,0.0,0.0,False,-4.0
2022-11-19,William & Mary Tribe,76.0,home,0.0,0.0,True,9.0
2022-11-19,Army Black Knights,67.0,away,0.0,0.0,False,-9.0
2022-11-19,UMass Lowell River Hawks,105.0,home,0.0,0.0,True,52.0
2022-11-19,Emerson Lions,53.0,away,0.0,0.0,False,-52.0
2022-11-19,Northern Colorado Bears,69.0,home,0.0,0.0,False,-11.0
2022-11-19,San José State Spartans,80.0,away,0.0,0.0,True,11.0
2022-11-19,SE Louisiana Lions,70.0,home,0.0,0.0,True,1.0
2022-11-19,Campbell Fighting Camels,69.0,away,0.0,0.0,False,-1.0
2022-11-19,Idaho Vandals,71.0,home,0.0,0.0,False,-10.0
2022-11-19,Utah Tech Trailblazers,81.0,away,0.0,0.0,True,10.0
2022-11-19,Fordham Rams,79.0,home,0.0,0.0,True,14.0
2022-11-19,UIC Flames,65.0,away,0.0,0.0,False,-14.0
2022-11-19,Howard Bison,63.0,home,0.0,0.0,True,4.0
2022-11-19,Buffalo Bulls,59.0,away,0.0,0.0,False,-4.0
2022-11-19,NJIT Highlanders,53.0,home,0.0,0.0,False,-5.0
2022-11-19,American University Eagles,58.0,away,0.0,0.0,True,5.0
2022-11-19,Providence Friars,64.0,home,0.0,0.0,False,-10.0
2022-11-19,Miami Hurricanes,74.0,away,0.0,0.0,True,10.0
2022-11-19,Bradley Braves,73.0,home,0.0,0.0,True,13.0
2022-11-19,Southeast Missouri State Redhawks,60.0,away,0.0,0.0,False,-13.0
2022-11-19,Longwood Lancers,99.0,home,0.0,0.0,True,16.0
2022-11-19,Fairleigh Dickinson Knights,83.0,away,0.0,0.0,False,-16.0
2022-11-19,North Texas Mean Green,61.0,home,0.0,0.0,True,9.0
2022-11-19,Fresno State Bulldogs,52.0,away,0.0,0.0,False,-9.0
2022-11-19,Florida Atlantic Owls,76.0,home,0.0,0.0,True,21.0
2022-11-19,Detroit Mercy Titans,55.0,away,0.0,0.0,False,-21.0
2022-11-19,Syracuse Orange,76.0,home,0.0,0.0,True,28.0
2022-11-19,Northeastern Huskies,48.0,away,0.0,0.0,False,-28.0
2022-11-19,Hawai'i Rainbow Warriors,79.0,home,0.0,0.0,True,24.0
2022-11-19,Hawai'i Pacific Sea Warriors,55.0,away,0.0,0.0,False,-24.0
2022-11-19,UNC Asheville Bulldogs,75.0,home,0.0,0.0,False,-2.0
2022-11-19,Eastern Kentucky Colonels,77.0,away,0.0,0.0,True,2.0
2022-11-19,North Florida Ospreys,72.0,home,0.0,0.0,True,6.0
2022-11-19,South Carolina State Bulldogs,66.0,away,0.0,0.0,False,-6.0
2022-11-19,George Mason Patriots,62.0,home,0.0,0.0,False,-4.0
2022-11-19,Belmont Bruins,66.0,away,0.0,0.0,True,4.0
2022-11-19,Gardner-Webb Runnin' Bulldogs,66.0,home,0.0,0.0,True,2.0
2022-11-19,North Carolina A&T Aggies,64.0,away,0.0,0.0,False,-2.0
2022-11-20,UC Riverside Highlanders,106.0,home,0.0,0.0,True,76.0
2022-11-20,Occidental Tigers,30.0,away,0.0,0.0,False,-76.0
2022-11-19,Alabama A&M Bulldogs,83.0,home,0.0,0.0,False,-6.0
2022-11-19,Norfolk State Spartans,89.0,away,0.0,0.0,True,6.0
2022-11-20,Florida International Panthers,85.0,home,0.0,0.0,False,-6.0
2022-11-20,Bryant Bulldogs,91.0,away,0.0,0.0,True,6.0
2022-11-20,Marshall Thundering Herd,86.0,home,0.0,0.0,True,19.0
2022-11-20,Coppin State Eagles,67.0,away,0.0,0.0,False,-19.0
2022-11-20,Merrimack Warriors,61.0,home,0.0,0.0,False,-11.0
2022-11-20,St. Thomas-Minnesota Tommies,72.0,away,0.0,0.0,True,11.0
2022-11-19,Rice Owls,96.0,home,0.0,0.0,True,8.0
2022-11-19,Western Michigan Broncos,88.0,away,0.0,0.0,False,-8.0
2022-11-20,Valparaiso Beacons,68.0,home,0.0,0.0,True,4.0
2022-11-20,Incarnate Word Cardinals,64.0,away,0.0,0.0,False,-4.0
2022-11-20,VMI Keydets,67.0,home,0.0,0.0,False,-26.0
2022-11-20,SIU Edwardsville Cougars,93.0,away,0.0,0.0,True,26.0
2022-11-19,UC San Diego Tritons,54.0,home,0.0,0.0,False,-19.0
2022-11-19,Youngstown State Penguins,73.0,away,0.0,0.0,True,19.0
2022-11-20,Holy Cross Crusaders,79.0,home,0.0,0.0,False,-2.0
2022-11-20,Stonehill Skyhawks,81.0,away,0.0,0.0,True,2.0
2022-11-20,Marist Red Foxes,55.0,home,0.0,0.0,False,-7.0
2022-11-20,Princeton Tigers,62.0,away,0.0,0.0,True,7.0
2022-11-20,South Dakota State Jackrabbits,82.0,home,0.0,0.0,False,-11.0
2022-11-20,Stephen F. Austin Lumberjacks,93.0,away,0.0,0.0,True,11.0
2022-11-20,Long Beach State Beach,84.0,home,0.0,0.0,True,29.0
2022-11-20,University of Saint Katherine Saint Katherine,55.0,away,0.0,0.0,False,-29.0
2022-11-20,App State Mountaineers,67.0,home,0.0,0.0,False,-4.0
2022-11-20,Kennesaw State Owls,71.0,away,0.0,0.0,True,4.0
2022-11-20,Butler Bulldogs,89.0,home,0.0,0.0,True,47.0
2022-11-20,The Citadel Bulldogs,42.0,away,0.0,0.0,False,-47.0
2022-11-20,Portland Pilots,68.0,home,0.0,0.0,False,-12.0
2022-11-20,Seattle U Redhawks,80.0,away,0.0,0.0,True,12.0
2022-11-20,Saint Mary's Gaels,76.0,home,0.0,0.0,True,28.0
2022-11-20,Hofstra Pride,48.0,away,0.0,0.0,False,-28.0
2022-11-20,Oral Roberts Golden Eagles,98.0,home,0.0,0.0,True,12.0
2022-11-20,Oklahoma Baptist Bison,86.0,away,0.0,0.0,False,-12.0
2022-11-20,Pepperdine Waves,64.0,home,0.0,0.0,True,9.0
2022-11-20,UC Irvine Anteaters,55.0,away,0.0,0.0,False,-9.0
2022-11-20,Houston Christian Huskies,77.0,home,0.0,0.0,False,-7.0
2022-11-20,Georgia Southern Eagles,84.0,away,0.0,0.0,True,7.0
2022-11-20,BYU Cougars,87.0,home,0.0,0.0,True,14.0
2022-11-20,Nicholls Colonels,73.0,away,0.0,0.0,False,-14.0
2022-11-20,Montana Grizzlies,62.0,home,0.0,0.0,False,-11.0
2022-11-20,Troy Trojans,73.0,away,0.0,0.0,True,11.0
2022-11-20,Oregon State Beavers,66.0,home,0.0,0.0,False,-13.0
2022-11-20,Portland State Vikings,79.0,away,0.0,0.0,True,13.0
2022-11-24,Kansas Jayhawks,69.0,home,0.0,0.0,True,1.0
2022-11-24,Wisconsin Badgers,68.0,away,0.0,0.0,False,-1.0
2022-11-24,Northeastern Huskies,69.0,home,0.0,0.0,True,2.0
2022-11-24,Manhattan Jaspers,67.0,away,0.0,0.0,False,-2.0
2022-11-24,Stanford Cardinal,68.0,home,0.0,0.0,False,-4.0
2022-11-24,Ole Miss Rebels,72.0,away,0.0,0.0,True,4.0
2022-11-24,NC State Wolfpack,76.0,home,0.0,0.0,True,12.0
2022-11-24,Dayton Flyers,64.0,away,0.0,0.0,False,-12.0
2022-11-24,Denver Pioneers,74.0,home,0.0,0.0,True,3.0
2022-11-24,The Citadel Bulldogs,71.0,away,0.0,0.0,False,-3.0
2022-11-25,Seton Hall Pirates,70.0,home,0.0,0.0,True,1.0
2022-11-25,Memphis Tigers,69.0,away,0.0,0.0,False,-1.0
2022-11-24,Nebraska Cornhuskers,56.0,home,0.0,0.0,False,-13.0
2022-11-24,Oklahoma Sooners,69.0,away,0.0,0.0,True,13.0
2022-11-25,Vanderbilt Commodores,67.0,home,0.0,0.0,True,8.0
2022-11-25,Fresno State Bulldogs,59.0,away,0.0,0.0,False,-8.0
2022-11-24,New Orleans Privateers,87.0,home,0.0,0.0,True,3.0
2022-11-24,IU Indianapolis Jaguars,84.0,away,0.0,0.0,False,-3.0
2022-11-24,USC Trojans,66.0,home,0.0,0.0,False,-7.0
2022-11-24,Tennessee Volunteers,73.0,away,0.0,0.0,True,7.0
2022-11-24,Army Black Knights,66.0,home,0.0,0.0,False,-8.0
2022-11-24,Princeton Tigers,74.0,away,0.0,0.0,True,8.0
2022-11-24,Siena Saints,80.0,home,0.0,0.0,True,17.0
2022-11-24,Florida State Seminoles,63.0,away,0.0,0.0,False,-17.0
2022-11-24,Villanova Wildcats,79.0,home,0.0,0.0,False,-2.0
2022-11-24,Iowa State Cyclones,81.0,away,0.0,0.0,True,2.0
2022-11-24,Xavier Musketeers,90.0,home,0.0,0.0,True,7.0
2022-11-24,Florida Gators,83.0,away,0.0,0.0,False,-7.0
2022-11-24,Portland Pilots,81.0,home,0.0,0.0,False,-8.0
2022-11-24,North Carolina Tar Heels,89.0,away,0.0,0.0,True,8.0
2022-11-24,BYU Cougars,70.0,home,0.0,0.0,False,-5.0
2022-11-24,Butler Bulldogs,75.0,away,0.0,0.0,True,5.0
2022-11-24,Oregon State Beavers,51.0,home,0.0,0.0,False,-3.0
2022-11-24,Duke Blue Devils,54.0,away,0.0,0.0,True,3.0
2022-11-25,West Virginia Mountaineers,68.0,home,0.0,0.0,False,-12.0
2022-11-25,Purdue Boilermakers,80.0,away,0.0,0.0,True,12.0
2022-11-25,Oregon Ducks,59.0,home,0.0,0.0,False,-24.0
2022-11-25,UConn Huskies,83.0,away,0.0,0.0,True,24.0
2022-11-25,Michigan State Spartans,70.0,home,0.0,0.0,False,-11.0
2022-11-25,Alabama Crimson Tide,81.0,away,0.0,0.0,True,11.0
2022-11-25,Saint Mary's Gaels,64.0,home,0.0,0.0,False,-4.0
2022-11-25,Washington Huskies,68.0,away,0.0,0.0,True,4.0
2022-11-25,Gonzaga Bulldogs,102.0,home,0.0,0.0,True,24.0
2022-11-25,Portland State Vikings,78.0,away,0.0,0.0,False,-24.0
2022-11-08,Tennessee Volunteers,75.0,home,0.9724891898999999,23.4460371091,True,32.0
2022-11-08,Tennessee Tech Golden Eagles,43.0,away,0.0275108101,-23.4460371091,False,-32.0
2022-11-08,Alabama Crimson Tide,75.0,home,0.9245768385999998,16.7848357235,True,21.0
2022-11-08,Longwood Lancers,54.0,away,0.0754231614,-16.7848357235,False,-21.0
2022-11-08,Kansas Jayhawks,89.0,home,0.9738074008,23.4913596529,True,25.0
2022-11-08,Omaha Mavericks,64.0,away,0.026192599200000003,-23.4913596529,False,-25.0
2022-11-08,North Carolina Tar Heels,69.0,home,0.9221884482999999,15.8826734711,True,13.0
2022-11-08,UNC Wilmington Seahawks,56.0,away,0.0778115517,-15.8826734711,False,-13.0
2022-11-08,Houston Cougars,83.0,home,0.9762467278,23.5021142629,True,47.0
2022-11-08,Northern Colorado Bears,36.0,away,0.023753272199999998,-23.5021142629,False,-47.0
2022-11-08,UCLA Bruins,76.0,home,0.9355634053,16.8628832554,True,26.0
2022-11-08,Sacramento State Hornets,50.0,away,0.0644365947,-16.8628832554,False,-26.0
2022-11-08,Auburn Tigers,70.0,home,0.8664243959,11.9652194572,True,18.0
2022-11-08,George Mason Patriots,52.0,away,0.1335756041,-11.9652194572,False,-18.0
2022-11-07,Michigan Wolverines,75.0,home,0.787540997,8.4803505908,True,19.0
2022-11-07,Purdue Fort Wayne Mastodons,56.0,away,0.21245900300000004,-8.4803505908,False,-19.0
2022-11-08,Virginia Cavaliers,73.0,home,0.9275737313000001,15.3729044911,True,12.0
2022-11-08,North Carolina Central Eagles,61.0,away,0.0724262687,-15.3729044911,False,-12.0
2022-11-07,Villanova Wildcats,81.0,home,0.8729488412,12.0509501338,True,13.0
2022-11-07,La Salle Explorers,68.0,away,0.1270511588,-12.0509501338,False,-13.0
2022-11-08,Creighton Bluejays,72.0,home,0.9446212607999999,17.8499650299,True,12.0
2022-11-08,St. Thomas-Minnesota Tommies,60.0,away,0.0553787392,-17.8499650299,False,-12.0
2022-11-08,San Diego State Aztecs,80.0,home,0.9296725353,15.8330938605,True,23.0
2022-11-08,Cal State Fullerton Titans,57.0,away,0.0703274647,-15.8330938605,False,-23.0
2022-11-08,Indiana Hoosiers,88.0,home,0.9392991341,17.0966577434,True,35.0
2022-11-08,Morehead State Eagles,53.0,away,0.0607008659,-17.0966577434,False,-35.0
2022-11-07,Baylor Bears,117.0,home,0.9948296193,33.5371498171,True,64.0
2022-11-07,Mississippi Valley State Delta Devils,53.0,away,0.0051703807,-33.5371498171,False,-64.0
2022-11-08,Arizona Wildcats,117.0,home,0.9214437138,17.088408108,True,42.0
2022-11-08,Nicholls Colonels,75.0,away,0.0785562862,-17.088408108,False,-42.0
2022-11-08,TCU Horned Frogs,73.0,home,0.9766114920999999,23.8436176192,True,1.0
2022-11-08,Arkansas-Pine Bluff Golden Lions,72.0,away,0.0233885079,-23.8436176192,False,-1.0
2022-11-07,Kentucky Wildcats,95.0,home,0.9658316317,22.7275543888,True,32.0
2022-11-07,Howard Bison,63.0,away,0.0341683683,-22.7275543888,False,-32.0
2022-11-08,Duke Blue Devils,71.0,home,0.8530854423999998,10.6929863118,True,27.0
2022-11-08,Jacksonville Dolphins,44.0,away,0.1469145576,-10.6929863118,False,-27.0
2022-11-08,Texas Longhorns,72.0,home,0.9677441936,20.7552252857,True,15.0
2022-11-08,UTEP Miners,57.0,away,0.0322558064,-20.7552252857,False,-15.0
2022-11-08,Arkansas Razorbacks,76.0,home,0.9758919422,24.402231915,True,18.0
2022-11-08,North Dakota State Bison,58.0,away,0.0241080578,-24.402231915,False,-18.0
2022-11-07,Oakland Golden Grizzlies,92.0,home,0.9309588619,17.5286106427,True,65.0
2022-11-07,Defiance Yellow Jackets,27.0,away,0.0690411381,-17.5286106427,False,-65.0
2022-11-07,Prairie View A&M Panthers,94.0,home,0.8750308475,12.915554577,True,15.0
2022-11-07,Kansas Christian Falcons,79.0,away,0.12496915250000001,-12.915554577,False,-15.0
2022-11-08,Dayton Flyers,73.0,home,0.9881779793,25.9843472014,True,27.0
2022-11-08,Lindenwood Lions,46.0,away,0.0118220207,-25.9843472014,False,-27.0
2022-11-08,Illinois Fighting Illini,87.0,home,0.9665643892999999,21.0712237468,True,30.0
2022-11-08,Eastern Illinois Panthers,57.0,away,0.0334356107,-21.0712237468,False,-30.0
2022-11-07,Morehouse Maroon Tigers,63.0,home,0.2628782419,-6.9955624219,False,-5.0
2022-11-07,Harvard Crimson,68.0,away,0.7371217581,6.9955624219,True,5.0
2022-11-07,Middle Tennessee Blue Raiders,79.0,home,0.9415944367,18.3087204181,True,27.0
2022-11-07,Brescia Bearcats,52.0,away,0.0584055633,-18.3087204181,False,-27.0
2022-11-08,Texas Tech Red Raiders,73.0,home,0.9593313635,20.242747806,True,24.0
2022-11-08,Northwestern State Demons,49.0,away,0.0406686365,-20.242747806,False,-24.0
2022-11-07,Stanford Cardinal,88.0,home,0.9141158412,15.1073054464,True,10.0
2022-11-07,Pacific Tigers,78.0,away,0.0858841588,-15.1073054464,False,-10.0
2022-11-07,UNC Greensboro Spartans,93.0,home,0.9036646249,14.2728386964,True,33.0
2022-11-07,Johnson & Wales (NC) JOHNSON & WALES-CHARLOTTE,60.0,away,0.0963353751,-14.2728386964,False,-33.0
2022-11-07,James Madison Dukes,123.0,home,0.9245758244,17.112997974,True,85.0
2022-11-07,Valley Forge Patriots,38.0,away,0.0754241756,-17.112997974,False,-85.0
2022-11-07,St. John's Red Storm,97.0,home,0.9284699869,17.8763074301,True,25.0
2022-11-07,Merrimack Warriors,72.0,away,0.0715300131,-17.8763074301,False,-25.0
2022-11-07,Milwaukee Panthers,102.0,home,0.8196165615,9.8837374103,True,56.0
2022-11-07,Milwaukee School Of Engineering Raiders,46.0,away,0.1803834385,-9.8837374103,False,-56.0
2022-11-07,Charlotte 49ers,82.0,home,0.8107721948999999,9.6757795066,True,23.0
2022-11-07,Coppin State Eagles,59.0,away,0.18922780509999998,-9.6757795066,False,-23.0
2022-11-07,UMass Lowell River Hawks,108.0,home,0.8645556123999999,12.4991317928,True,65.0
2022-11-07,Fisher College Eagles,43.0,away,0.1354443876,-12.4991317928,False,-65.0
2022-11-07,Butler Bulldogs,89.0,home,0.9124104281,16.3611378891,True,36.0
2022-11-07,New Orleans Privateers,53.0,away,0.0875895719,-16.3611378891,False,-36.0
2022-11-08,Kennesaw State Owls,99.0,home,0.8405718036,11.1671758415,True,43.0
2022-11-08,LaGrange Panthers,56.0,away,0.1594281964,-11.1671758415,False,-43.0
2022-11-07,App State Mountaineers,142.0,home,0.8807912260999999,13.0486433736,True,68.0
2022-11-07,Warren Wilson Owls,74.0,away,0.1192087739,-13.0486433736,False,-68.0
2022-11-08,North Alabama Lions,108.0,home,0.8211105067999999,10.172094714,True,57.0
2022-11-08,Oakwood Ambassadors,51.0,away,0.17888949319999997,-10.172094714,False,-57.0
2022-11-08,St. Francis Brooklyn Terriers,94.0,home,0.8048038714000001,10.1804550519,True,38.0
2022-11-08,Mount Saint Mary (NY) Knights,56.0,away,0.1951961286,-10.1804550519,False,-38.0
2022-11-08,Coastal Carolina Chanticleers,97.0,home,0.9016889284,16.3812220027,True,54.0
2022-11-08,St. Mary's (MD) Seahawks,43.0,away,0.09831107160000001,-16.3812220027,False,-54.0
2022-11-08,Toledo Rockets,85.0,home,0.0,0.0,True,15.0
2022-11-08,Valparaiso Beacons,70.0,away,0.0,0.0,False,-15.0
2022-11-08,Presbyterian Blue Hose,76.0,home,0.0,0.0,True,34.0
2022-11-08,Carolina University Bruins,42.0,away,0.0,0.0,False,-34.0
2022-11-08,North Carolina A&T Aggies,100.0,home,0.0,0.0,True,39.0
2022-11-08,Edward Waters Tigers,61.0,away,0.0,0.0,False,-39.0
2022-11-08,Saint Peter's Peacocks,73.0,home,0.0,0.0,True,14.0
2022-11-08,NJIT Highlanders,59.0,away,0.0,0.0,False,-14.0
2022-11-08,Troy Trojans,87.0,home,0.0,0.0,True,20.0
2022-11-08,Montevallo Falcons,67.0,away,0.0,0.0,False,-20.0
2022-11-08,Akron Zips,81.0,home,0.0,0.0,True,1.0
2022-11-08,South Dakota State Jackrabbits,80.0,away,0.0,0.0,False,-1.0
2022-11-08,Indiana State Sycamores,80.0,home,0.0,0.0,True,27.0
2022-11-08,Green Bay Phoenix,53.0,away,0.0,0.0,False,-27.0
2022-11-08,Ball State Cardinals,109.0,home,0.0,0.0,True,70.0
2022-11-08,Earlham College Quakers,39.0,away,0.0,0.0,False,-70.0
2022-11-08,Buffalo Bulls,88.0,home,0.0,0.0,True,1.0
2022-11-08,Colgate Raiders,87.0,away,0.0,0.0,False,-1.0
2022-11-08,Bucknell Bison,113.0,home,0.0,0.0,True,61.0
2022-11-08,Lebanon Valley Flying Dutchmen,52.0,away,0.0,0.0,False,-61.0
2022-11-08,Delaware Blue Hens,78.0,home,0.0,0.0,True,24.0
2022-11-08,Wilmington (DE) Wildcats,54.0,away,0.0,0.0,False,-24.0
2022-11-08,Elon Phoenix,80.0,home,0.0,0.0,True,24.0
2022-11-08,Erskine Flying Fleet,56.0,away,0.0,0.0,False,-24.0
2022-11-08,Holy Cross Crusaders,68.0,home,0.0,0.0,False,-7.0
2022-11-08,Siena Saints,75.0,away,0.0,0.0,True,7.0
2022-11-08,Florida Atlantic Owls,81.0,home,0.0,0.0,True,35.0
2022-11-08,Lynn Fighting Knights,46.0,away,0.0,0.0,False,-35.0
2022-11-08,Cincinnati Bearcats,98.0,home,0.0,0.0,True,43.0
2022-11-08,Chaminade Silverswords,55.0,away,0.0,0.0,False,-43.0
2022-11-08,Davidson Wildcats,87.0,home,0.0,0.0,True,23.0
2022-11-08,Guilford Quakers,64.0,away,0.0,0.0,False,-23.0
2022-11-08,Bryant Bulldogs,147.0,home,0.0,0.0,True,108.0
2022-11-08,Thomas (ME) Terriers,39.0,away,0.0,0.0,False,-108.0
2022-11-08,Wofford Terriers,120.0,home,0.0,0.0,True,72.0
2022-11-08,Bob Jones Bruins,48.0,away,0.0,0.0,False,-72.0
2022-11-08,Towson Tigers,67.0,home,0.0,0.0,True,5.0
2022-11-08,UAlbany Great Danes,62.0,away,0.0,0.0,False,-5.0
2022-11-08,Florida International Panthers,77.0,home,0.0,0.0,True,11.0
2022-11-08,Houston Christian Huskies,66.0,away,0.0,0.0,False,-11.0
2022-11-08,Denver Pioneers,68.0,home,0.0,0.0,True,5.0
2022-11-08,Idaho Vandals,63.0,away,0.0,0.0,False,-5.0
2022-11-08,Temple Owls,73.0,home,0.0,0.0,False,-3.0
2022-11-08,Wagner Seahawks,76.0,away,0.0,0.0,True,3.0
2022-11-08,Old Dominion Monarchs,84.0,home,0.0,0.0,True,19.0
2022-11-08,Maryland Eastern Shore Hawks,65.0,away,0.0,0.0,False,-19.0
2022-11-08,St. Bonaventure Bonnies,71.0,home,0.0,0.0,True,13.0
2022-11-08,Saint Francis Red Flash,58.0,away,0.0,0.0,False,-13.0
2022-11-08,Yale Bulldogs,96.0,home,0.0,0.0,True,55.0
2022-11-08,Sarah Lawrence Gryphons,41.0,away,0.0,0.0,False,-55.0
2022-11-08,Cleveland State Vikings,68.0,home,0.0,0.0,False,-4.0
2022-11-08,Notre Dame College (OH) Blue Falcons,72.0,away,0.0,0.0,True,4.0
2022-11-08,Rhode Island Rams,62.0,home,0.0,0.0,False,-5.0
2022-11-08,Quinnipiac Bobcats,67.0,away,0.0,0.0,True,5.0
2022-11-08,George Washington Revolutionaries,85.0,home,0.0,0.0,True,27.0
2022-11-08,Virginia St Trojans,58.0,away,0.0,0.0,False,-27.0
2022-11-08,Bowling Green Falcons,62.0,home,0.0,0.0,True,4.0
2022-11-08,Air Force Falcons,58.0,away,0.0,0.0,False,-4.0
2022-11-08,Vermont Catamounts,80.0,home,0.0,0.0,True,15.0
2022-11-08,Brown Bears,65.0,away,0.0,0.0,False,-15.0
2022-11-08,VCU Rams,73.0,home,0.0,0.0,True,17.0
2022-11-08,Manhattan Jaspers,56.0,away,0.0,0.0,False,-17.0
2022-11-08,Northern Kentucky Norse,57.0,home,0.0,0.0,False,-22.0
2022-11-08,Kent State Golden Flashes,79.0,away,0.0,0.0,True,22.0
2022-11-08,Iona Gaels,78.0,home,0.0,0.0,True,28.0
2022-11-08,Pennsylvania Quakers,50.0,away,0.0,0.0,False,-28.0
2022-11-08,Queens University Royals,83.0,home,0.0,0.0,True,1.0
2022-11-08,Marshall Thundering Herd,82.0,away,0.0,0.0,False,-1.0
2022-11-08,Michigan State Spartans,73.0,home,0.0,0.0,True,18.0
2022-11-08,Northern Arizona Lumberjacks,55.0,away,0.0,0.0,False,-18.0
2022-11-08,East Tennessee State Buccaneers,88.0,home,0.0,0.0,True,22.0
2022-11-08,Emory & Henry Wasps,66.0,away,0.0,0.0,False,-22.0
2022-11-08,Liberty Flames,104.0,home,0.0,0.0,True,66.0
2022-11-08,Regent Royals,38.0,away,0.0,0.0,False,-66.0
2022-11-08,Richmond Spiders,69.0,home,0.0,0.0,True,21.0
2022-11-08,VMI Keydets,48.0,away,0.0,0.0,False,-21.0
2022-11-08,Furman Paladins,91.0,home,0.0,0.0,True,36.0
2022-11-08,North Greenville Crusaders,55.0,away,0.0,0.0,False,-36.0
2022-11-08,Arizona State Sun Devils,62.0,home,0.0,0.0,True,3.0
2022-11-08,Tarleton State Texans,59.0,away,0.0,0.0,False,-3.0
2022-11-08,Rutgers Scarlet Knights,75.0,home,0.0,0.0,True,40.0
2022-11-08,Columbia Lions,35.0,away,0.0,0.0,False,-40.0
2022-11-08,Penn State Nittany Lions,93.0,home,0.0,0.0,True,25.0
2022-11-08,Winthrop Eagles,68.0,away,0.0,0.0,False,-25.0
2022-11-08,Iowa Hawkeyes,89.0,home,0.0,0.0,True,31.0
2022-11-08,Bethune-Cookman Wildcats,58.0,away,0.0,0.0,False,-31.0
2022-11-08,Maryland Terrapins,71.0,home,0.0,0.0,True,22.0
2022-11-08,Niagara Purple Eagles,49.0,away,0.0,0.0,False,-22.0
2022-11-08,Ohio State Buckeyes,91.0,home,0.0,0.0,True,38.0
2022-11-08,Robert Morris Colonials,53.0,away,0.0,0.0,False,-38.0
2022-11-08,West Virginia Mountaineers,76.0,home,0.0,0.0,True,18.0
2022-11-08,Mount St. Mary's Mountaineers,58.0,away,0.0,0.0,False,-18.0
2022-11-08,Pittsburgh Panthers,80.0,home,0.0,0.0,True,22.0
2022-11-08,UT Martin Skyhawks,58.0,away,0.0,0.0,False,-22.0
2022-11-08,Florida State Seminoles,74.0,home,0.0,0.0,False,-9.0
2022-11-08,Stetson Hatters,83.0,away,0.0,0.0,True,9.0
2022-11-08,Clemson Tigers,80.0,home,0.0,0.0,True,11.0
2022-11-08,The Citadel Bulldogs,69.0,away,0.0,0.0,False,-11.0
2022-11-08,New Hampshire Wildcats,79.0,home,0.0,0.0,True,32.0
2022-11-08,Brandeis Judges,47.0,away,0.0,0.0,False,-32.0
2022-11-08,Eastern Kentucky Colonels,137.0,home,0.0,0.0,True,85.0
2022-11-08,Miami (OH)-Middletown ThunderHawks,52.0,away,0.0,0.0,False,-85.0
2022-11-08,Eastern Michigan Eagles,75.0,home,0.0,0.0,True,9.0
2022-11-08,Wayne State (MI) Warriors,66.0,away,0.0,0.0,False,-9.0
2022-11-08,Binghamton Bearcats,87.0,home,0.0,0.0,True,31.0
2022-11-08,Cazenovia College Wildcats,56.0,away,0.0,0.0,False,-31.0
2022-11-08,Boston University Terriers,72.0,home,0.0,0.0,True,9.0
2022-11-08,Northeastern Huskies,63.0,away,0.0,0.0,False,-9.0
2022-11-08,Princeton Tigers,77.0,home,0.0,0.0,False,-6.0
2022-11-08,Hofstra Pride,83.0,away,0.0,0.0,True,6.0
2022-11-08,Army Black Knights,110.0,home,0.0,0.0,True,45.0
2022-11-08,Keystone Giants,65.0,away,0.0,0.0,False,-45.0
2022-11-08,Charleston Cougars,85.0,home,0.0,0.0,True,7.0
2022-11-08,Chattanooga Mocs,78.0,away,0.0,0.0,False,-7.0
2022-11-08,Canisius Golden Griffins,81.0,home,0.0,0.0,False,-11.0
2022-11-08,Youngstown State Penguins,92.0,away,0.0,0.0,True,11.0
2022-11-08,Washington State Cougars,83.0,home,0.0,0.0,True,22.0
2022-11-08,Texas State Bobcats,61.0,away,0.0,0.0,False,-22.0
2022-11-08,Mississippi State Bulldogs,63.0,home,0.0,0.0,True,19.0
2022-11-08,Texas A&M-Corpus Christi Islanders,44.0,away,0.0,0.0,False,-19.0
